EMPRESA (SIGLA),MÊS,AEROPORTO DE ORIGEM (UF),AEROPORTO DE DESTINO (REGIÃO),ORDER
TAM,2,MG,,4785
TAM,2,MS,CENTRO-OESTE,21048
TAM,2,MS,SUDESTE,54420
TAM,2,SC,SUDESTE,20888
TAM,2,PR,CENTRO-OESTE,30296
TAM,2,PR,SUDESTE,34823
TAM,2,PR,SUDESTE,35086
TAM,2,MT,CENTRO-OESTE,38588
TAM,2,MT,SUDESTE,74480
TAM,2,MT,SUDESTE,70437
TAM,2,AM,CENTRO-OESTE,1948
TAM,2,AM,CENTRO-OESTE,99348
TAM,2,AM,SUDESTE,237336
TAM,2,PR,SUDESTE,57460
TAM,2,PR,SUDESTE,16420
TAM,2,SC,CENTRO-OESTE,36792
TAM,2,SC,SUDESTE,48410
TAM,2,SC,SUDESTE,488
TAM,2,SC,SUDESTE,40504
TAM,2,CE,CENTRO-OESTE,93060
TAM,2,CE,SUDESTE,60956
TAM,2,CE,SUDESTE,352050
TAM,2,CE,SUDESTE,66444
TAM,2,RJ,CENTRO-OESTE,25592
TAM,2,RJ,NORDESTE,60956
TAM,2,RJ,SUDESTE,23253
TAM,2,RJ,SUDESTE,14
TAM,2,RJ,SUDESTE,360
TAM,2,GO,CENTRO-OESTE,326
TAM,2,GO,CENTRO-OESTE,4890
TAM,2,GO,CENTRO-OESTE,0
TAM,2,GO,SUDESTE,66338
TAM,2,GO,SUDESTE,22194
TAM,2,SP,,176364
TAM,2,SP,,314215
TAM,2,SP,,
TAM,2,SP,,1939700
TAM,2,SP,,159182
TAM,2,SP,,89196
TAM,2,SP,,7257
TAM,2,SP,,171360
TAM,2,SP,NORDESTE,88660
TAM,2,SP,NORTE,177192
TAM,2,SP,CENTRO-OESTE,115425
TAM,2,SP,SUDESTE,42245
TAM,2,SP,CENTRO-OESTE,54420
TAM,2,SP,SUL,20888
TAM,2,SP,SUL,359
TAM,2,SP,SUL,34464
TAM,2,SP,CENTRO-OESTE,74480
TAM,2,SP,NORTE,231942
TAM,2,SP,SUL,57460
TAM,2,SP,SUL,47895
TAM,2,SP,NORDESTE,354397
TAM,2,SP,SUDESTE,22579
TAM,2,SP,CENTRO-OESTE,67147
TAM,2,SP,SUDESTE,0
TAM,2,SP,NORDESTE,59328
TAM,2,SP,NORDESTE,55832
TAM,2,SP,SUL,16562
TAM,2,SP,NORDESTE,2190
TAM,2,SP,NORDESTE,113880
TAM,2,SP,SUL,17116
TAM,2,SP,SUL,22848
TAM,2,SP,SUL,21470
TAM,2,SP,NORDESTE,192000
TAM,2,SP,SUL,29988
TAM,2,SP,SUL,110848
TAM,2,SP,NORTE,59000
TAM,2,SP,NORDESTE,61376
TAM,2,SP,NORTE,69272
TAM,2,SP,NORTE,65496
TAM,2,SP,NORDESTE,216403
TAM,2,SP,SUDESTE,43904
TAM,2,SP,SUDESTE,9248
TAM,2,SP,NORDESTE,192864
TAM,2,SP,NORDESTE,130536
TAM,2,SP,NORTE,2502
TAM,2,SP,SUDESTE,140
TAM,2,SP,SUDESTE,19740
TAM,2,SP,NORDESTE,175692
TAM,2,SP,NORDESTE,4768
TAM,2,SP,NORDESTE,58240
TAM,2,SP,SUDESTE,30128
TAM,2,SP,SUDESTE,729
TAM,2,SP,SUDESTE,59049
TAM,2,SP,,18298
TAM,2,SP,SUDESTE,1816
TAM,2,SP,,4904
TAM,2,SP,,129522
TAM,2,SP,,115115
TAM,2,BA,SUDESTE,59328
TAM,2,BA,SUDESTE,25280
TAM,2,MA,CENTRO-OESTE,32228
TAM,2,MA,SUDESTE,55832
TAM,2,SC,SUDESTE,16562
TAM,2,PB,CENTRO-OESTE,68520
TAM,2,PB,SUDESTE,2190
TAM,2,PB,SUDESTE,113880
TAM,2,SC,SUDESTE,17116
TAM,2,SP,SUDESTE,498
TAM,2,PR,SUDESTE,22848
TAM,2,PA,CENTRO-OESTE,14100
TAM,2,PR,SUDESTE,21470
TAM,2,AL,CENTRO-OESTE,65692
TAM,2,AL,SUDESTE,192000
TAM,2,AP,CENTRO-OESTE,21648
TAM,2,SC,SUDESTE,30429
TAM,2,SC,SUDESTE,30222
TAM,2,RS,CENTRO-OESTE,70620
TAM,2,RS,SUDESTE,1122
TAM,2,RS,SUDESTE,111714
TAM,2,RS,SUL,0
TAM,2,RS,SUDESTE,127376
TAM,2,TO,SUDESTE,59000
TAM,2,BA,SUDESTE,62472
TAM,2,BA,SUDESTE,13488
TAM,2,RO,CENTRO-OESTE,51543
TAM,2,RO,CENTRO-OESTE,1818
TAM,2,RO,SUDESTE,2474
TAM,2,RO,SUDESTE,66798
TAM,2,AC,CENTRO-OESTE,52072
TAM,2,AC,CENTRO-OESTE,2155
TAM,2,AC,SUDESTE,65496
TAM,2,PE,CENTRO-OESTE,74430
TAM,2,PE,SUDESTE,218504
TAM,2,RJ,CENTRO-OESTE,82592
TAM,2,RJ,SUDESTE,43904
TAM,2,RJ,SUDESTE,515
TAM,2,RJ,SUDESTE,68442
TAM,2,RJ,NORDESTE,68544
TAM,2,RJ,SUDESTE,22572
TAM,2,RJ,SUDESTE,501
TAM,2,SP,CENTRO-OESTE,586
TAM,2,SP,SUDESTE,9248
TAM,2,RN,CENTRO-OESTE,85008
TAM,2,RN,SUDESTE,1800
TAM,2,RN,SUDESTE,190568
TAM,2,MA,CENTRO-OESTE,1531
TAM,2,MA,CENTRO-OESTE,42868
TAM,2,MA,SUDESTE,1895
TAM,2,MA,SUDESTE,125874
TAM,2,PA,CENTRO-OESTE,26768
TAM,2,PA,NORTE,589
TAM,2,SP,CENTRO-OESTE,160632
TAM,2,SP,SUDESTE,50828
TAM,2,SP,SUL,35417
TAM,2,SP,CENTRO-OESTE,70437
TAM,2,SP,SUL,16420
TAM,2,SP,SUL,40992
TAM,2,SP,NORDESTE,64071
TAM,2,SP,SUDESTE,360
TAM,2,SP,CENTRO-OESTE,23016
TAM,2,SP,SUDESTE,28
TAM,2,SP,NORDESTE,24016
TAM,2,SP,SUL,30636
TAM,2,SP,SUL,128214
TAM,2,SP,NORDESTE,13488
TAM,2,SP,SUDESTE,68076
TAM,2,SP,NORDESTE,127280
TAM,2,SP,SUDESTE,46872
TAM,2,SP,SUDESTE,1165
TAM,2,SP,SUDESTE,19740
TAM,2,BA,CENTRO-OESTE,46655
TAM,2,BA,SUDESTE,2436
TAM,2,BA,SUDESTE,1452
TAM,2,BA,SUDESTE,171336
TAM,2,BA,NORDESTE,225
TAM,2,BA,SUDESTE,68544
TAM,2,BA,SUDESTE,125800
TAM,2,BA,SUDESTE,1192
TAM,2,BA,SUDESTE,3576
TAM,2,PI,CENTRO-OESTE,52960
TAM,2,PI,SUDESTE,58240
TAM,2,MG,SUDESTE,30128
TAM,2,ES,CENTRO-OESTE,26404
TAM,2,ES,SUDESTE,417
TAM,2,ES,SUDESTE,59049
TAM,2,ES,SUDESTE,22572
TAM,2,ES,SUDESTE,756
TAM,2,ES,SUDESTE,46116
TAM,2,,,227274
TAM,2,,SUDESTE,10456
TAM,2,SP,CENTRO-OESTE,1336
TAM,2,SP,SUDESTE,479
TAM,2,SP,SUDESTE,1362
TAM,2,SP,SUL,960
TAM,2,SP,SUDESTE,699
TAM,2,,,12908
TAM,2, LIMA METROPOLITAN AREA,,
TAM,2, LIMA METROPOLITAN AREA,,227077
TAM,2, LIMA METROPOLITAN AREA,SP,44115
TAM,2, MONTEVIDEO,SP,100878
TAM,2,,,106358
TAM,2,,SUDESTE,
TAM,2,,SUDESTE,
TAM,3,,SUDESTE,176364
TAM,3, NEAR AMSTERDAM,DF,100734
TAM,3, NEAR AMSTERDAM,SP,
TAM,3, NEW YORK,SP,743818
TAM,3, FLORIDA,SP,1427200
TAM,3, FLORIDA,SP,150500
TAM,3, FLORIDA,PE,72946
TAM,3,,SUDESTE,100536
TAM,3,,SUDESTE,23805
TAM,3,,SUDESTE,96629
TAM,3, BUENOS AIRES PROVINCE,SP,6382
TAM,3, BUENOS AIRES PROVINCE,SP,124242
TAM,3,SE,CENTRO-OESTE,34884
TAM,3,SE,SUDESTE,69905
TAM,3,PA,CENTRO-OESTE,56420
TAM,3,PA,SUDESTE,142738
TAM,3,DF,NORDESTE,34884
TAM,3,DF,NORTE,56420
TAM,3,DF,NORTE,55220
TAM,3,DF,SUDESTE,18912
TAM,3,DF,CENTRO-OESTE,20171
TAM,3,DF,SUL,38952
TAM,3,DF,CENTRO-OESTE,25433
TAM,3,DF,NORTE,83764
TAM,3,DF,SUL,32850
TAM,3,DF,NORDESTE,84600
TAM,3,DF,SUDESTE,13710
TAM,3,DF,CENTRO-OESTE,3586
TAM,3,DF,SUDESTE,80370
TAM,3,DF,NORDESTE,20718
TAM,3,DF,NORDESTE,49677
TAM,3,DF,NORTE,15275
TAM,3,DF,NORDESTE,80622
TAM,3,DF,NORTE,23452
TAM,3,DF,SUL,62595
TAM,3,DF,NORTE,45816
TAM,3,DF,NORTE,45280
TAM,3,DF,NORDESTE,67814
TAM,3,DF,SUDESTE,87232
TAM,3,DF,NORDESTE,81466
TAM,3,DF,NORDESTE,36744
TAM,3,DF,NORTE,16730
TAM,3,DF,SUDESTE,90792
TAM,3,DF,NORDESTE,40145
TAM,3,DF,NORDESTE,39720
TAM,3,DF,SUDESTE,22632
TAM,3,DF,SUDESTE,1336
TAM,3,RR,CENTRO-OESTE,55220
TAM,3,MG,CENTRO-OESTE,18912
TAM,3,MG,NORDESTE,1858
TAM,3,MG,SUDESTE,27335
TAM,3,MG,SUDESTE,33012
TAM,3,MS,CENTRO-OESTE,21048
TAM,3,MS,SUDESTE,48978
TAM,3,SC,SUDESTE,11190
TAM,3,SC,SUDESTE,718
TAM,3,PR,CENTRO-OESTE,38952
TAM,3,PR,SUDESTE,20822
TAM,3,PR,SUL,315
TAM,3,PR,SUDESTE,23501
TAM,3,MT,CENTRO-OESTE,24556
TAM,3,MT,SUDESTE,58520
TAM,3,MT,SUDESTE,62463
TAM,3,AM,CENTRO-OESTE,83764
TAM,3,AM,SUDESTE,186093
TAM,3,AM,NORTE,589
TAM,3,PR,SUDESTE,49010
TAM,3,PR,SUDESTE,14778
TAM,3,SC,CENTRO-OESTE,32850
TAM,3,SC,SUDESTE,515
TAM,3,SC,SUDESTE,37595
TAM,3,SC,SUDESTE,488
TAM,3,SC,SUDESTE,37088
TAM,3,CE,CENTRO-OESTE,86292
TAM,3,CE,SUDESTE,58779
TAM,3,CE,SUDESTE,260517
TAM,3,CE,SUDESTE,47460
TAM,3,RJ,CENTRO-OESTE,13710
TAM,3,RJ,SUDESTE,362
TAM,3,RJ,NORDESTE,56602
TAM,3,RJ,SUDESTE,22242
TAM,3,RJ,SUDESTE,14
TAM,3,GO,CENTRO-OESTE,3749
TAM,3,GO,SUDESTE,37214
TAM,3,GO,SUDESTE,23838
TAM,3,SP,,166566
TAM,3,SP,,112233
TAM,3,SP,,812814
TAM,3,SP,,1490720
TAM,3,SP,,100536
TAM,3,SP,,23805
TAM,3,SP,,96629
TAM,3,SP,,149337
TAM,3,SP,NORDESTE,68200
TAM,3,SP,NORTE,140277
TAM,3,SP,CENTRO-OESTE,77805
TAM,3,SP,SUDESTE,497
TAM,3,SP,SUDESTE,26838
TAM,3,SP,CENTRO-OESTE,49885
TAM,3,SP,SUL,11190
TAM,3,SP,SUL,21181
TAM,3,SP,CENTRO-OESTE,57190
TAM,3,SP,NORTE,2697
TAM,3,SP,NORTE,188790
TAM,3,SP,SUL,49855
TAM,3,SP,SUL,38110
TAM,3,SP,NORDESTE,260517
TAM,3,SP,SUDESTE,21568
TAM,3,SP,CENTRO-OESTE,36405
TAM,3,SP,SUDESTE,0
TAM,3,SP,NORDESTE,48204
TAM,3,SP,NORDESTE,43868
TAM,3,SP,NORDESTE,89790
TAM,3,SP,SUL,8947
TAM,3,SP,SUL,19040
TAM,3,SP,SUL,11865
TAM,3,SP,NORDESTE,182400
TAM,3,SP,SUL,24696
TAM,3,SP,SUL,90064
TAM,3,SP,NORTE,53100
TAM,3,SP,NORDESTE,71240
TAM,3,SP,NORTE,59376
TAM,3,SP,NORTE,54580
TAM,3,SP,NORDESTE,201696
TAM,3,SP,SUDESTE,343
TAM,3,SP,SUDESTE,38416
TAM,3,SP,SUDESTE,5202
TAM,3,SP,NORDESTE,197456
TAM,3,SP,NORDESTE,109557
TAM,3,SP,SUDESTE,84
TAM,3,SP,SUDESTE,18060
TAM,3,SP,NORDESTE,143748
TAM,3,SP,NORDESTE,54080
TAM,3,SP,SUDESTE,23672
TAM,3,SP,SUDESTE,42282
TAM,3,SP,,2614
TAM,3,SP,SUDESTE,2270
TAM,3,SP,,1137
TAM,3,SP,,13008
TAM,3,SP,,99059
TAM,3,BA,SUDESTE,48204
TAM,3,BA,SUDESTE,25280
TAM,3,MA,CENTRO-OESTE,20718
TAM,3,MA,SUDESTE,41874
TAM,3,SC,SUDESTE,7332
TAM,3,PB,CENTRO-OESTE,1713
TAM,3,PB,CENTRO-OESTE,49677
TAM,3,PB,SUDESTE,89790
TAM,3,SC,SUDESTE,8947
TAM,3,SC,SUDESTE,722
TAM,3,SP,SUDESTE,166
TAM,3,PR,SUDESTE,19516
TAM,3,PA,CENTRO-OESTE,15275
TAM,3,PR,SUDESTE,11865
TAM,3,AL,CENTRO-OESTE,80622
TAM,3,AL,SUDESTE,182400
TAM,3,AP,CENTRO-OESTE,23452
TAM,3,SC,SUDESTE,25137
TAM,3,SC,SUDESTE,21528
TAM,3,RS,CENTRO-OESTE,62595
TAM,3,RS,SUDESTE,90064
TAM,3,RS,SUDESTE,80448
TAM,3,TO,SUDESTE,53100
TAM,3,BA,SUDESTE,72336
TAM,3,BA,SUDESTE,24728
TAM,3,RO,CENTRO-OESTE,1909
TAM,3,RO,CENTRO-OESTE,43907
TAM,3,RO,SUDESTE,59376
TAM,3,AC,CENTRO-OESTE,2264
TAM,3,AC,CENTRO-OESTE,43016
TAM,3,AC,SUDESTE,54580
TAM,3,PE,CENTRO-OESTE,67814
TAM,3,PE,SUDESTE,205898
TAM,3,PE,NORDESTE,1028
TAM,3,RJ,CENTRO-OESTE,85376
TAM,3,RJ,CENTRO-OESTE,943
TAM,3,RJ,SUDESTE,38416
TAM,3,RJ,SUDESTE,67710
TAM,3,RJ,NORDESTE,53856
TAM,3,RJ,SUDESTE,14212
TAM,3,SP,SUDESTE,5202
TAM,3,SP,SUDESTE,300
TAM,3,RN,CENTRO-OESTE,83237
TAM,3,RN,SUDESTE,2296
TAM,3,RN,SUDESTE,197456
TAM,3,MA,NORTE,490
TAM,3,MA,CENTRO-OESTE,36744
TAM,3,MA,SUDESTE,109557
TAM,3,PA,CENTRO-OESTE,18403
TAM,3,SP,CENTRO-OESTE,89919
TAM,3,SP,SUDESTE,33536
TAM,3,SP,SUL,718
TAM,3,SP,SUL,23501
TAM,3,SP,CENTRO-OESTE,62463
TAM,3,SP,SUL,14778
TAM,3,SP,SUL,38064
TAM,3,SP,NORDESTE,47460
TAM,3,SP,SUDESTE,360
TAM,3,SP,CENTRO-OESTE,23838
TAM,3,SP,NORDESTE,24016
TAM,3,SP,SUL,7332
TAM,3,SP,SUL,722
TAM,3,SP,SUL,21528
TAM,3,SP,SUL,80448
TAM,3,SP,NORDESTE,24728
TAM,3,SP,SUDESTE,67344
TAM,3,SP,SUDESTE,300
TAM,3,SP,SUDESTE,0
TAM,3,SP,SUDESTE,421
TAM,3,SP,NORDESTE,127280
TAM,3,SP,NORDESTE,1220
TAM,3,SP,SUDESTE,33264
TAM,3,SP,SUDESTE,1398
TAM,3,SP,SUDESTE,18060
TAM,3,SP,SUDESTE,421
TAM,3,BA,CENTRO-OESTE,41230
TAM,3,BA,SUDESTE,1452
TAM,3,BA,SUDESTE,145200
TAM,3,BA,NORDESTE,225
TAM,3,BA,SUDESTE,52632
TAM,3,BA,SUDESTE,1480
TAM,3,BA,SUDESTE,122840
TAM,3,BA,SUDESTE,1220
TAM,3,PI,CENTRO-OESTE,41044
TAM,3,PI,SUDESTE,49920
TAM,3,MG,SUDESTE,23672
TAM,3,ES,CENTRO-OESTE,23575
TAM,3,ES,SUDESTE,43740
TAM,3,ES,SUDESTE,14212
TAM,3,ES,SUDESTE,32508
TAM,3,,SUDESTE,2614
TAM,3,SP,CENTRO-OESTE,1336
TAM,3,SP,SUL,427
TAM,3,SP,SUDESTE,1589
TAM,3,SP,SUDESTE,1631
TAM,3,,SUDESTE,1137
TAM,3,,,86176
TAM,3, MONTEVIDEO,SP,87042
TAM,4,,SUDESTE,166566
TAM,4, NEAR AMSTERDAM,DF,201757
TAM,4, NEAR AMSTERDAM,SP,105510
TAM,4, NEW YORK,SP,686126
TAM,4, FLORIDA,SP,
TAM,4, FLORIDA,SP,1278500
TAM,4, FLORIDA,SP,75031
TAM,4, FLORIDA,SP,824510
TAM,4, FLORIDA,PE,219544
TAM,4, FLORIDA,,66454
TAM,4,,SUDESTE,16756
TAM,4,,,5882
TAM,4,,SUDESTE,23805
TAM,4,,SUDESTE,96629
TAM,4,,,
TAM,4,,,8068
TAM,4, BUENOS AIRES PROVINCE, FLORIDA,1993820
TAM,4, BUENOS AIRES PROVINCE, FLORIDA,4192770
TAM,4, BUENOS AIRES PROVINCE,CE,14800
TAM,4, BUENOS AIRES PROVINCE,SP,37696
TAM,4,SE,CENTRO-OESTE,21964
TAM,4,SE,SUDESTE,28985
TAM,4,PA,CENTRO-OESTE,22568
TAM,4,PA,SUDESTE,44298
TAM,4,DF,,
TAM,4,DF,NORDESTE,21964
TAM,4,DF,NORTE,22568
TAM,4,DF,NORTE,35140
TAM,4,DF,SUDESTE,17730
TAM,4,DF,CENTRO-OESTE,19294
TAM,4,DF,SUL,20558
TAM,4,DF,CENTRO-OESTE,22802
TAM,4,DF,NORTE,37012
TAM,4,DF,SUL,26280
TAM,4,DF,NORDESTE,64296
TAM,4,DF,SUDESTE,4570
TAM,4,DF,CENTRO-OESTE,163
TAM,4,DF,CENTRO-OESTE,2608
TAM,4,DF,SUDESTE,78660
TAM,4,DF,NORDESTE,39399
TAM,4,DF,NORTE,15275
TAM,4,DF,NORDESTE,40311
TAM,4,DF,NORTE,23452
TAM,4,DF,SUL,41730
TAM,4,DF,NORDESTE,47966
TAM,4,DF,SUDESTE,80736
TAM,4,DF,NORDESTE,47817
TAM,4,DF,NORDESTE,1531
TAM,4,DF,NORDESTE,27558
TAM,4,DF,NORTE,21749
TAM,4,DF,SUDESTE,873
TAM,4,DF,SUDESTE,69840
TAM,4,DF,NORDESTE,41230
TAM,4,DF,NORDESTE,18536
TAM,4,DF,SUDESTE,943
TAM,4,DF,SUDESTE,13202
TAM,4,DF,,4298
TAM,4,RR,CENTRO-OESTE,35140
TAM,4,MG,CENTRO-OESTE,17730
TAM,4,MG,SUDESTE,33299
TAM,4,MG,SUDESTE,15196
TAM,4,MS,CENTRO-OESTE,18417
TAM,4,MS,SUDESTE,41722
TAM,4,SC,SUDESTE,9334
TAM,4,PR,CENTRO-OESTE,19476
TAM,4,PR,SUDESTE,20104
TAM,4,PR,SUDESTE,10261
TAM,4,MT,CENTRO-OESTE,23679
TAM,4,MT,SUDESTE,63840
TAM,4,MT,SUDESTE,7974
TAM,4,AM,CENTRO-OESTE,37012
TAM,4,AM,SUDESTE,2697
TAM,4,AM,SUDESTE,105183
TAM,4,PR,SUDESTE,60840
TAM,4,PR,SUDESTE,821
TAM,4,SC,CENTRO-OESTE,26280
TAM,4,SC,SUDESTE,44290
TAM,4,SC,SUDESTE,2928
TAM,4,CE,,16210
TAM,4,CE,CENTRO-OESTE,64296
TAM,4,CE,SUDESTE,6531
TAM,4,CE,SUDESTE,192454
TAM,4,CE,SUDESTE,7119
TAM,4,RJ,CENTRO-OESTE,3656
TAM,4,RJ,NORDESTE,4354
TAM,4,RJ,SUDESTE,14828
TAM,4,RJ,SUDESTE,28
TAM,4,GO,CENTRO-OESTE,163
TAM,4,GO,CENTRO-OESTE,2608
TAM,4,GO,SUDESTE,35596
TAM,4,GO,SUDESTE,6576
TAM,4,SP,,176364
TAM,4,SP,,336529
TAM,4,SP,,814929
TAM,4,SP,,
TAM,4,SP,,1269030
TAM,4,SP,,16756
TAM,4,SP,,8799
TAM,4,SP,,31740
TAM,4,SP,,96629
TAM,4,SP,,186241
TAM,4,SP,NORDESTE,28985
TAM,4,SP,NORTE,41837
TAM,4,SP,CENTRO-OESTE,76950
TAM,4,SP,SUDESTE,33299
TAM,4,SP,CENTRO-OESTE,42629
TAM,4,SP,SUL,20463
TAM,4,SP,CENTRO-OESTE,65170
TAM,4,SP,NORTE,107880
TAM,4,SP,SUL,59995
TAM,4,SP,SUL,44290
TAM,4,SP,NORDESTE,2347
TAM,4,SP,NORDESTE,187760
TAM,4,SP,SUDESTE,15839
TAM,4,SP,CENTRO-OESTE,37214
TAM,4,SP,SUDESTE,0
TAM,4,SP,NORDESTE,32136
TAM,4,SP,NORDESTE,45862
TAM,4,SP,NORDESTE,61320
TAM,4,SP,SUL,15232
TAM,4,SP,SUL,7345
TAM,4,SP,NORDESTE,140160
TAM,4,SP,SUL,22050
TAM,4,SP,SUL,78806
TAM,4,SP,NORTE,39825
TAM,4,SP,NORDESTE,53704
TAM,4,SP,NORTE,51954
TAM,4,SP,NORTE,73683
TAM,4,SP,NORDESTE,168080
TAM,4,SP,SUDESTE,39445
TAM,4,SP,NORDESTE,179088
TAM,4,SP,NORDESTE,51282
TAM,4,SP,SUDESTE,28
TAM,4,SP,SUDESTE,6720
TAM,4,SP,NORDESTE,120516
TAM,4,SP,NORDESTE,37440
TAM,4,SP,SUDESTE,16140
TAM,4,SP,SUDESTE,47385
TAM,4,SP,,5228
TAM,4,SP,SUDESTE,1135
TAM,4,SP,,4304
TAM,4,SP,,31756
TAM,4,SP,,78276
TAM,4,SP,,
TAM,4,BA,SUDESTE,32136
TAM,4,BA,SUDESTE,20224
TAM,4,MA,SUDESTE,1994
TAM,4,MA,SUDESTE,47856
TAM,4,SC,SUDESTE,7332
TAM,4,PB,CENTRO-OESTE,39399
TAM,4,PB,SUDESTE,61320
TAM,4,SC,SUDESTE,4693
TAM,4,SP,SUDESTE,83
TAM,4,SP,SUDESTE,913
TAM,4,PR,SUDESTE,15232
TAM,4,PA,CENTRO-OESTE,15275
TAM,4,PR,SUDESTE,7345
TAM,4,AL,CENTRO-OESTE,1493
TAM,4,AL,CENTRO-OESTE,37325
TAM,4,AL,SUDESTE,140160
TAM,4,AL,NORDESTE,181
TAM,4,AP,CENTRO-OESTE,23452
TAM,4,SC,SUDESTE,22050
TAM,4,SC,SUDESTE,3726
TAM,4,RS,CENTRO-OESTE,41730
TAM,4,RS,SUDESTE,77940
TAM,4,RS,SUL,0
TAM,4,RS,SUDESTE,56146
TAM,4,TO,SUDESTE,39825
TAM,4,BA,SUDESTE,53704
TAM,4,BA,SUDESTE,10116
TAM,4,RO,SUDESTE,51954
TAM,4,AC,SUDESTE,73683
TAM,4,PE,CENTRO-OESTE,49620
TAM,4,PE,SUDESTE,174383
TAM,4,RJ,CENTRO-OESTE,83520
TAM,4,RJ,SUDESTE,40131
TAM,4,RJ,SUDESTE,37332
TAM,4,RJ,NORDESTE,24480
TAM,4,RJ,SUDESTE,7106
TAM,4,SP,SUDESTE,3900
TAM,4,RN,CENTRO-OESTE,47817
TAM,4,RN,SUDESTE,179088
TAM,4,MA,CENTRO-OESTE,1531
TAM,4,MA,CENTRO-OESTE,27558
TAM,4,MA,SUDESTE,48951
TAM,4,PA,CENTRO-OESTE,21749
TAM,4,SP,CENTRO-OESTE,74205
TAM,4,SP,SUDESTE,15196
TAM,4,SP,SUL,9334
TAM,4,SP,SUL,10592
TAM,4,SP,CENTRO-OESTE,7974
TAM,4,SP,SUL,821
TAM,4,SP,SUL,2440
TAM,4,SP,NORDESTE,7119
TAM,4,SP,CENTRO-OESTE,6576
TAM,4,SP,SUDESTE,28
TAM,4,SP,NORDESTE,20224
TAM,4,SP,SUL,7332
TAM,4,SP,SUL,4693
TAM,4,SP,SUL,3726
TAM,4,SP,SUL,56146
TAM,4,SP,NORDESTE,10116
TAM,4,SP,SUDESTE,37332
TAM,4,SP,SUDESTE,3900
TAM,4,SP,SUDESTE,842
TAM,4,SP,NORDESTE,72520
TAM,4,SP,NORDESTE,1220
TAM,4,SP,SUDESTE,8316
TAM,4,SP,SUDESTE,1398
TAM,4,SP,SUDESTE,6720
TAM,4,SP,SUDESTE,842
TAM,4,BA,CENTRO-OESTE,41230
TAM,4,BA,SUDESTE,121968
TAM,4,BA,SUDESTE,24480
TAM,4,BA,SUDESTE,71040
TAM,4,BA,SUDESTE,1220
TAM,4,PI,CENTRO-OESTE,18536
TAM,4,PI,SUDESTE,37440
TAM,4,PI,NORDESTE,516
TAM,4,MG,SUDESTE,16140
TAM,4,ES,CENTRO-OESTE,943
TAM,4,ES,CENTRO-OESTE,12259
TAM,4,ES,SUDESTE,47385
TAM,4,ES,SUDESTE,7106
TAM,4,ES,SUDESTE,8316
TAM,4,,SUDESTE,2614
TAM,4,SP,SUL,427
TAM,4,SP,SUDESTE,980
TAM,4,SP,SUDESTE,1135
TAM,4,SP,SUDESTE,466
TAM,4,SP,SUDESTE,0
TAM,4,,SUDESTE,4304
TAM,4,,SUDESTE,876
TAM,4, LIMA METROPOLITAN AREA,SP,15581
TAM,4, LIMA METROPOLITAN AREA,SP,15387
TAM,4, MONTEVIDEO,SP,66337
TAM,4,,,21796
TAM,5,,SUDESTE,186162
TAM,5, NEAR AMSTERDAM,SP,104717
TAM,5, NEAR AMSTERDAM,,91888
TAM,5,,NORDESTE,8620
TAM,5, NEW YORK,SP,792208
TAM,5, FLORIDA,SP,74803
TAM,5, FLORIDA,SP,1428360
TAM,5, FLORIDA,SP,1125400
TAM,5, FLORIDA,PE,73196
TAM,5,,SUDESTE,108914
TAM,5,,SUDESTE,126960
TAM,5,,NORTE,9116
TAM,5,,NORDESTE,
TAM,5,,SUDESTE,163526
TAM,5, BUENOS AIRES PROVINCE, FLORIDA,2480490
TAM,5, BUENOS AIRES PROVINCE,SP,14022
TAM,5, BUENOS AIRES PROVINCE,SP,32978
TAM,5,SE,CENTRO-OESTE,40052
TAM,5,SE,SUDESTE,52855
TAM,5,PA,CENTRO-OESTE,49972
TAM,5,PA,SUDESTE,76291
TAM,5,DF,NORDESTE,40052
TAM,5,DF,NORTE,49972
TAM,5,DF,NORTE,45180
TAM,5,DF,SUDESTE,591
TAM,5,DF,SUDESTE,18321
TAM,5,DF,CENTRO-OESTE,22802
TAM,5,DF,SUL,33542
TAM,5,DF,CENTRO-OESTE,27187
TAM,5,DF,NORTE,62336
TAM,5,DF,SUL,40734
TAM,5,DF,NORDESTE,1692
TAM,5,DF,NORDESTE,89676
TAM,5,DF,SUDESTE,28334
TAM,5,DF,CENTRO-OESTE,163
TAM,5,DF,CENTRO-OESTE,3586
TAM,5,DF,SUDESTE,96615
TAM,5,DF,NORDESTE,53103
TAM,5,DF,NORTE,21150
TAM,5,DF,NORDESTE,61213
TAM,5,DF,NORTE,23452
TAM,5,DF,SUL,49755
TAM,5,DF,NORDESTE,51274
TAM,5,DF,SUDESTE,114144
TAM,5,DF,NORDESTE,54901
TAM,5,DF,NORDESTE,47461
TAM,5,DF,NORTE,26768
TAM,5,DF,SUDESTE,107379
TAM,5,DF,NORDESTE,1085
TAM,5,DF,NORDESTE,45570
TAM,5,DF,NORDESTE,41044
TAM,5,DF,SUDESTE,19803
TAM,5,RR,CENTRO-OESTE,42670
TAM,5,RR,NORTE,658
TAM,5,RR,NORDESTE,5140
TAM,5,MG,,94928
TAM,5,MG,CENTRO-OESTE,18321
TAM,5,MG,SUDESTE,36281
TAM,5,MG,SUDESTE,524
TAM,5,MG,SUDESTE,28820
TAM,5,MG,SUDESTE,479
TAM,5,MG,,4785
